Date,Open,High,Low,Close,Adj Close,Volume
10-08-2012,22.096786,22.205713,22.09643,22.203571,19.06596,194938800
13-08-2012,22.263929,22.5,22.258928,22.5,19.320503,278832400
14-08-2012,22.566786,22.807501,22.5075,22.560356,19.372332,340169200
15-08-2012,22.546429,22.642857,22.419643,22.529642,19.345953,257342400
16-08-2012,22.543215,22.741428,22.517857,22.726429,19.514935,254534000
17-08-2012,22.857143,23.149643,22.814644,23.146786,19.875893,442761200
20-08-2012,23.214643,23.755358,23.210714,23.755358,20.398464,613384800
21-08-2012,23.957857,24.102858,23.22607,23.430714,20.119692,812719600
22-08-2012,23.372143,23.892857,23.146786,23.888214,20.512547,565322800
23-08-2012,23.789642,23.924999,23.612499,23.665358,20.321186,420128800
24-08-2012,23.553928,23.91,23.4125,23.686428,20.339272,437340400
27-08-2012,24.285357,24.316786,24.055,24.13143,20.721395,427008400
28-08-2012,24.106428,24.146429,23.952499,24.1,20.694403,267416800
29-08-2012,24.116072,24.202499,24.021429,24.0525,20.65361,202806800
30-08-2012,23.951429,23.983929,23.673214,23.709642,20.359203,302699600
31-08-2012,23.830357,23.878571,23.473213,23.758572,20.401218,338321200
04-09-2012,23.777143,24.112143,23.732143,24.106071,20.699615,367892000
05-09-2012,24.127501,24.155357,23.914286,23.936787,20.554256,336375200
06-09-2012,24.041786,24.224644,23.957144,24.1525,20.739481,391196400
07-09-2012,24.21607,24.374287,24.134644,24.30143,20.867371,329666400
10-09-2012,24.301786,24.403214,23.646429,23.669287,20.324551,487998000
11-09-2012,23.753929,23.932142,23.446428,23.592501,20.258617,503983200
12-09-2012,23.816071,23.924999,23.428572,23.92107,20.540756,712233200
13-09-2012,24.191786,24.482143,24.098928,24.392143,20.945265,598360000
14-09-2012,24.64143,24.892143,24.567499,24.688572,21.1998,600474000
17-09-2012,24.976786,24.992857,24.807501,24.992144,21.460478,398031200
18-09-2012,24.995714,25.083214,24.872143,25.068214,21.525797,373503200
19-09-2012,25.009287,25.1425,24.984644,25.075001,21.531626,326874800
20-09-2012,24.969999,25.002144,24.772142,24.953571,21.427357,336568400
21-09-2012,25.086071,25.18107,24.977142,25.003214,21.469982,571589200
24-09-2012,24.530714,24.825714,24.392857,24.67107,21.184772,639766400
25-09-2012,24.580713,24.742144,24.035713,24.055,20.655764,518789600
26-09-2012,23.883572,24.024643,23.614286,23.75643,20.399387,576503200
27-09-2012,23.724644,24.363214,23.583929,24.332857,20.894356,594090000
28-09-2012,24.241072,24.325357,23.8125,23.825001,20.458267,535110800
01-10-2012,23.969999,24.169643,23.446428,23.549643,20.221823,543594800
02-10-2012,23.63607,23.798214,23.237499,23.618214,20.280699,627992400
03-10-2012,23.745001,23.995001,23.665358,23.980356,20.591671,424281200
04-10-2012,23.973213,24.080357,23.769644,23.814285,20.44906,370725600
05-10-2012,23.757143,23.785713,23.26,23.306786,20.013275,594006000
08-10-2012,23.102858,23.127144,22.718214,22.791786,19.571051,637994000
09-10-2012,22.808929,22.874643,22.269644,22.708929,19.499899,838597200
10-10-2012,22.847857,23.035,22.75,22.889643,19.655079,510356000
11-10-2012,23.089287,23.114286,22.432142,22.432142,19.262238,546081200
12-10-2012,22.484285,22.692142,22.332144,22.489643,19.311604,460014800
15-10-2012,22.583929,22.683214,22.280357,22.67,19.466478,432502000
16-10-2012,22.691786,23.225,22.535713,23.206785,19.92741,549771600
17-10-2012,23.173929,23.313929,23,23.021786,19.768551,389037600
18-10-2012,22.842501,22.930714,22.5,22.594286,19.401464,476624400
19-10-2012,22.5375,22.563213,21.772142,21.780001,18.702246,744086000
22-10-2012,21.872143,22.692142,21.812857,22.643929,19.444092,546730800
23-10-2012,22.535713,22.639286,21.84643,21.905714,18.810198,707145600
24-10-2012,22.194286,22.376785,21.808571,22.029642,18.916613,558527200
25-10-2012,22.142857,22.214287,21.626785,21.769285,18.693043,656325600
26-10-2012,21.765356,21.928572,21.107143,21.571428,18.523148,1018432800
31-10-2012,21.245714,21.498571,20.989286,21.261429,18.256954,510003200
01-11-2012,21.365,21.535713,21.220358,21.305,18.294374,361298000
02-11-2012,21.281786,21.319643,20.526787,20.6,17.688992,599373600
05-11-2012,20.84,20.991785,20.628571,20.879286,17.92881,529135600
06-11-2012,21.079643,21.097857,20.717501,20.816071,17.874527,374917200
07-11-2012,20.494286,20.519285,19.848213,19.928572,17.190603,793648800
08-11-2012,20.022499,20.079643,19.1175,19.205357,16.56675,1056146000
09-11-2012,19.300714,19.817142,19.061428,19.537857,16.853569,929913600
12-11-2012,19.791071,19.803572,19.237499,19.386786,16.723253,515802000
13-11-2012,19.246786,19.66,19.155714,19.389286,16.725412,532949200
14-11-2012,19.482143,19.551786,19.149286,19.174286,16.539948,477170400
15-11-2012,19.1975,19.267857,18.665001,18.772142,16.193056,789910800
16-11-2012,18.757143,18.928572,18.0625,18.845715,16.256525,1266893600
19-11-2012,19.311071,20.267857,19.281429,20.204643,17.428745,823317600
20-11-2012,20.425358,20.426786,19.806429,20.032499,17.280251,642754000
21-11-2012,20.151787,20.263214,19.878571,20.060715,17.30459,373002000
23-11-2012,20.256071,20.428572,20.092857,20.410713,17.606501,272826400
26-11-2012,20.567858,21.071428,20.489643,21.054644,18.161961,630579600
27-11-2012,21.055357,21.08643,20.717857,20.885,18.015631,533330000
28-11-2012,20.616785,20.921429,20.437857,20.819286,17.958948,520864400
29-11-2012,21.079287,21.223213,20.901787,21.048571,18.156725,514698800
30-11-2012,20.956785,21.014286,20.809999,20.902857,18.031034,391319600
03-12-2012,21.201786,21.235357,20.910713,20.935356,18.059065,364280000
04-12-2012,20.77857,20.77857,20.433214,20.566071,17.740517,557068400
05-12-2012,20.318214,20.330357,19.241785,19.2425,16.598795,1044638000
06-12-2012,18.890715,19.76107,18.522499,19.544287,16.859116,1177212400
07-12-2012,19.764286,19.828571,18.928572,19.044643,16.428118,787040800
10-12-2012,18.75,19.2325,18.627857,18.922144,16.322451,630484400
11-12-2012,19.2775,19.627144,19.191786,19.335358,16.67889,592345600
12-12-2012,19.563213,19.571428,19.1525,19.25,16.605253,487144000
13-12-2012,18.969643,19.201429,18.77857,18.9175,16.318443,625259600
14-12-2012,18.383928,18.504642,18.056429,18.206785,15.705374,1009579200
17-12-2012,18.176071,18.571428,17.901072,18.529642,15.98387,757607200
18-12-2012,18.75,19.103571,18.580357,19.067858,16.448141,625685200
19-12-2012,18.981071,19.060715,18.767857,18.796785,16.214306,449369200
20-12-2012,18.928572,18.935715,18.531429,18.633215,16.073219,481689600
21-12-2012,18.3025,18.559643,18.222857,18.547501,15.999281,596268400
24-12-2012,18.583929,18.723213,18.525356,18.577499,16.025156,175753200
26-12-2012,18.535713,18.552143,18.254286,18.321428,15.804269,302436400
27-12-2012,18.340714,18.4375,18.023571,18.395,15.867727,455120400
28-12-2012,18.224644,18.374287,18.147142,18.199642,15.69921,354278400
31-12-2012,18.233213,19.121429,18.178572,19.006071,16.394842,659492400
02-01-2013,19.779285,19.821428,19.343929,19.608213,16.914259,560518000
03-01-2013,19.567142,19.631071,19.321428,19.360714,16.700764,352965200
04-01-2013,19.1775,19.236786,18.779642,18.821428,16.235565,594333600
07-01-2013,18.642857,18.90357,18.4,18.710714,16.14007,484156400
08-01-2013,18.900356,18.996071,18.616072,18.76107,16.183508,458707200
09-01-2013,18.660713,18.750357,18.428213,18.467857,15.930578,407604400
10-01-2013,18.876785,18.882856,18.411428,18.696787,16.128052,601146000
11-01-2013,18.607143,18.761429,18.536428,18.582144,16.029156,350506800
14-01-2013,17.952856,18.125,17.803928,17.919643,15.457684,734207600
15-01-2013,17.796429,17.821072,17.263571,17.354286,14.969995,876772400
16-01-2013,17.665714,18.194286,17.589287,18.074642,15.591383,690804800
17-01-2013,18.225357,18.241072,17.929644,17.952856,15.486324,453678400
18-01-2013,17.804285,17.936428,17.728571,17.857143,15.403766,472922800
22-01-2013,18.02,18.138571,17.736786,18.0275,15.550718,461546400
23-01-2013,18.171785,18.3925,18.0275,18.3575,15.83538,861509600
24-01-2013,16.428572,16.633215,16.080357,16.089287,13.878795,1460852400
25-01-2013,16.131786,16.293928,15.535714,15.71,13.551618,1208026400
28-01-2013,15.636786,16.186071,15.566429,16.065357,13.85815,785517600
29-01-2013,16.375,16.435715,16.147142,16.366785,14.118169,571158000
30-01-2013,16.321428,16.521429,16.232143,16.315357,14.073806,417155200
31-01-2013,16.320715,16.402857,16.249287,16.2675,14.032524,319334400
01-02-2013,16.396786,16.41,16.012501,16.200714,13.974913,539484400
04-02-2013,16.211071,16.283571,15.785714,15.797143,13.626789,477117200
05-02-2013,15.858929,16.419287,15.793571,16.351429,14.104921,573347600
06-02-2013,16.3025,16.660713,16.16357,16.333929,14.089825,593706400
07-02-2013,16.544643,16.785713,16.218571,16.722143,14.508772,704580800
08-02-2013,16.928572,17.100357,16.723213,16.963572,14.718244,633158400
11-02-2013,17.017857,17.319286,16.901787,17.140356,14.87163,517490400
12-02-2013,17.125357,17.227858,16.705,16.710714,14.498859,609053200
13-02-2013,16.686071,16.915714,16.543571,16.678928,14.471277,475207600
14-02-2013,16.59,16.844286,16.572144,16.663929,14.458263,355275200
15-02-2013,16.744642,16.79143,16.425714,16.434286,14.259014,391745200
19-02-2013,16.467857,16.526072,16.208929,16.428213,14.253743,435783600
20-02-2013,16.346071,16.346071,16.02857,16.030357,13.908553,476302400
21-02-2013,15.928571,16.041786,15.815,15.930714,13.822097,447182400
22-02-2013,16.044643,16.128571,15.95,16.100357,13.969285,330654800
25-02-2013,16.208929,16.254286,15.806071,15.814286,13.721083,372579200
26-02-2013,15.850714,16.126429,15.630714,16.034643,13.912271,501499600
27-02-2013,16.015356,16.158571,15.7375,15.8775,13.775925,587350400
28-02-2013,15.858929,15.995357,15.764286,15.764286,13.6777,322515200
01-03-2013,15.642857,15.649286,15.356429,15.373929,13.339012,552448400
04-03-2013,15.278571,15.292857,14.964286,15.001786,13.016126,582755600
05-03-2013,15.052857,15.5425,15.026786,15.397857,13.359769,638433600
06-03-2013,15.518214,15.544643,15.158214,15.202143,13.189958,460250000
07-03-2013,15.160714,15.428929,15.037857,15.377857,13.342419,468473600
08-03-2013,15.35,15.551071,15.3075,15.418571,13.37774,391482000
11-03-2013,15.348214,15.678929,15.183571,15.638214,13.568311,474236000
12-03-2013,15.557143,15.674286,15.270357,15.301071,13.275793,465911600
13-03-2013,15.301786,15.517857,15.191429,15.298214,13.273314,405549200
14-03-2013,15.458214,15.522857,15.373214,15.446429,13.401912,303875600
15-03-2013,15.640357,15.865357,15.616071,15.845,13.74773,643960800
18-03-2013,15.766071,16.337856,15.757143,16.275715,14.121431,606197200
19-03-2013,16.410713,16.463215,16.017857,16.231787,14.083323,526775200
20-03-2013,16.33643,16.343929,16.056786,16.145714,14.008637,308660800
21-03-2013,16.079287,16.356428,16.075001,16.168928,14.028778,383255600
22-03-2013,16.235001,16.503571,16.182501,16.496786,14.313243,395105200
25-03-2013,16.596071,16.78393,16.492144,16.556429,14.364991,501135600
26-03-2013,16.622856,16.637142,16.4475,16.469286,14.289386,294294000
27-03-2013,16.302143,16.314285,16.0975,16.145714,14.008637,331237200
28-03-2013,16.065001,16.136429,15.772143,15.809286,13.71674,442839600
01-04-2013,15.782143,15.846429,15.276429,15.318214,13.290672,389732000
02-04-2013,15.271429,15.647857,15.228571,15.349643,13.317939,529519200
03-04-2013,15.406071,15.617143,15.368214,15.428214,13.386112,363216000
04-04-2013,15.491429,15.535714,15.1875,15.275714,13.253794,358447600
05-04-2013,15.160714,15.176786,14.988571,15.114286,13.113732,383695200
08-04-2013,15.173214,15.267857,15.088929,15.221786,13.207005,300829200
09-04-2013,15.227143,15.303571,15.098214,15.249286,13.230865,306614000
10-04-2013,15.289286,15.609286,15.214643,15.560357,13.50076,375928000
11-04-2013,15.49,15.6425,15.4,15.511786,13.458621,328364400
12-04-2013,15.505357,15.505357,15.324643,15.35,13.318245,238613200
15-04-2013,15.25,15.281786,14.983929,14.994643,13.009925,317520000
16-04-2013,15.056071,15.236071,15.020357,15.222857,13.207936,305771200
17-04-2013,15.009643,15.021429,14.218214,14.385714,12.481598,945056000
18-04-2013,14.463929,14.4925,13.919286,14.001786,12.148485,666299200
19-04-2013,13.856071,14.271429,13.753571,13.9475,12.101385,609274400
22-04-2013,14.022857,14.364286,13.973929,14.238214,12.353618,429920400
23-04-2013,14.428214,14.585,14.243214,14.504643,12.584784,664238400
24-04-2013,14.055,14.830357,14.017857,14.480714,12.564023,969651200
25-04-2013,14.686786,14.783571,14.535714,14.585,12.654505,384837600
26-04-2013,14.636071,14.956071,14.580357,14.9,12.92781,764097600
29-04-2013,15.016071,15.486429,15,15.361429,13.328165,640326400
30-04-2013,15.539286,15.901786,15.431071,15.813571,13.720463,691538400
01-05-2013,15.873571,15.890357,15.513929,15.688929,13.612317,506909200
02-05-2013,15.777857,16.02107,15.736786,15.911429,13.805367,421828400
03-05-2013,16.118214,16.186787,16.041071,16.070715,13.943568,361300800
06-05-2013,16.275356,16.507143,16.225357,16.45393,14.276058,496641600
07-05-2013,16.606071,16.633928,16.203571,16.380714,14.212532,483753200
08-05-2013,16.394285,16.620358,16.278929,16.565714,14.373049,472598000
09-05-2013,16.421785,16.535713,16.270714,16.313213,14.247654,398487600
10-05-2013,16.356071,16.418215,16.088572,16.1775,14.129125,334852000
13-05-2013,16.125357,16.353571,16.125,16.240713,14.184335,316948800
14-05-2013,16.208929,16.257143,15.791071,15.852143,13.844962,447118000
15-05-2013,15.684286,15.75,15.084286,15.316071,13.376769,741613600
16-05-2013,15.115714,15.6375,14.960714,15.520714,13.555501,603204000
17-05-2013,15.680357,15.7175,15.393214,15.473571,13.514327,427904400
20-05-2013,15.425357,15.921429,15.360714,15.818929,13.815956,451578400
21-05-2013,15.648214,15.91,15.507143,15.702143,13.713959,456022000
22-05-2013,15.858929,16.012501,15.650714,15.7625,13.766672,443038400
23-05-2013,15.569643,15.934286,15.563929,15.790714,13.791314,353021200
24-05-2013,15.744643,15.916429,15.727143,15.898214,13.885205,276166800
28-05-2013,16.067858,16.111071,15.744643,15.765714,13.76948,386145200
29-05-2013,15.714286,15.982143,15.692857,15.891071,13.878963,330576400
30-05-2013,15.916071,16.232143,15.875357,16.127857,14.085771,353519600
31-05-2013,16.160713,16.325001,16.053572,16.061787,14.028066,384302800
03-06-2013,16.0975,16.155714,15.802857,16.097143,14.058946,372352400
04-06-2013,16.186428,16.229643,15.978214,16.046785,14.014963,292728800
05-06-2013,15.916071,16.097143,15.846786,15.896786,13.883953,290589600
06-06-2013,15.909643,15.964286,15.501786,15.659286,13.676527,416934000
07-06-2013,15.589286,15.83,15.456071,15.778929,13.78102,404535600
10-06-2013,15.883214,16.03857,15.6,15.674643,13.689939,450153200
11-06-2013,15.562143,15.812857,15.475714,15.628571,13.649698,286112400
12-06-2013,15.696429,15.758929,15.410714,15.435357,13.480952,265227200
13-06-2013,15.446429,15.612143,15.3125,15.57,13.598549,285832400
14-06-2013,15.55,15.581786,15.303571,15.358929,13.414201,271866000
17-06-2013,15.408571,15.560714,15.37,15.428571,13.475026,259414400
18-06-2013,15.412857,15.532143,15.364643,15.420357,13.467851,195025600
19-06-2013,15.407143,15.416429,15.107143,15.107143,13.194295,310940000
20-06-2013,14.975,15.213571,14.8275,14.887143,13.002151,357310800
21-06-2013,14.946071,15,14.575,14.767857,12.89797,481118400
24-06-2013,14.55,14.595,14.216071,14.376429,12.556105,480746000
25-06-2013,14.489286,14.563929,14.243929,14.379643,12.558909,314162800
26-06-2013,14.425,14.456786,14.130714,14.216786,12.416674,367724000
27-06-2013,14.258929,14.335357,14.055,14.063571,12.282862,337246000
28-06-2013,13.977143,14.295357,13.888214,14.161786,12.36864,578516400
01-07-2013,14.381786,14.723929,14.329286,14.615,12.764467,391053600
02-07-2013,14.641429,15.058214,14.623929,14.946071,13.053617,469865200
03-07-2013,15.030714,15.106429,14.908929,15.028571,13.125673,240928800
05-07-2013,15.013929,15.1175,14.833929,14.907857,13.02024,274024800
08-07-2013,15.003929,15.035714,14.666071,14.823214,12.946316,298138400
09-07-2013,14.771429,15.125,14.656429,15.083929,13.17402,352584400
10-07-2013,14.985714,15.171429,14.9375,15.026071,13.123488,281405600
11-07-2013,15.105357,15.294643,15.041786,15.260357,13.328108,326292400
12-07-2013,15.273214,15.349643,15.121786,15.2325,13.303782,279563200
15-07-2013,15.178929,15.409286,15.171429,15.265714,13.332787,241917200
16-07-2013,15.232857,15.3825,15.148929,15.364286,13.41888,216538000
17-07-2013,15.346429,15.436429,15.293571,15.368214,13.422311,198990400
18-07-2013,15.477857,15.531071,15.378929,15.42,13.467541,218878800
19-07-2013,15.467857,15.499286,15.155357,15.176786,13.25512,268721600
22-07-2013,15.337857,15.348214,15.195357,15.225357,13.297538,207796400
23-07-2013,15.214286,15.248571,14.953929,14.963929,13.069218,369395600
24-07-2013,15.676071,15.878214,15.545,15.7325,13.740469,591936800
25-07-2013,15.739286,15.764286,15.564643,15.660714,13.677773,229493600
26-07-2013,15.546429,15.751429,15.512143,15.749643,13.755447,200152400
29-07-2013,15.742857,16.071072,15.721429,15.9925,13.967552,248057600
30-07-2013,16.07,16.326786,16.043928,16.190001,14.140039,309422400
31-07-2013,16.249643,16.33357,16.051071,16.161785,14.115402,322957600
01-08-2013,16.276787,16.314285,16.187857,16.309999,14.244847,206250800
02-08-2013,16.3575,16.530357,16.309286,16.519285,14.427636,274783600
05-08-2013,16.596071,16.809643,16.505358,16.766071,14.643169,318855600
06-08-2013,16.715,16.853214,16.506071,16.616072,14.512166,334857600
07-08-2013,16.564285,16.678572,16.491785,16.606428,14.503744,298858000
08-08-2013,16.566429,16.575001,16.355356,16.464643,14.47486,255777200
09-08-2013,16.379999,16.445,16.201786,16.230356,14.268886,266865200
12-08-2013,16.316429,16.737499,16.308214,16.691429,14.674238,364434000
13-08-2013,16.819286,17.66643,16.71607,17.484644,15.371594,881941200
14-08-2013,17.781429,18.008928,17.621429,17.803572,15.651973,756372400
15-08-2013,17.729286,17.942858,17.467142,17.782499,15.633444,490294000
16-08-2013,17.862499,17.962143,17.816429,17.940357,15.772229,362306000
19-08-2013,18.012142,18.347857,18,18.133572,15.942093,510518400
20-08-2013,18.20393,18.234644,17.886429,17.895357,15.732672,358688400
21-08-2013,17.985357,18.112499,17.9,17.941429,15.773171,335879600
22-08-2013,18.035,18.056786,17.792856,17.962856,15.792011,244207600
23-08-2013,17.973928,17.976786,17.833929,17.893572,15.731101,222731600
26-08-2013,17.883928,18.22143,17.875,17.963215,15.792321,330965600
27-08-2013,17.785713,17.946787,17.367857,17.449642,15.340818,424188800
28-08-2013,17.357143,17.707144,17.357143,17.532143,15.413343,307608000
29-08-2013,17.558929,17.732143,17.540358,17.560715,15.438467,239657600
30-08-2013,17.571428,17.605356,17.375,17.400715,15.297802,272297200
03-09-2013,17.610714,17.878571,17.405357,17.449286,15.340502,331928800
04-09-2013,17.841429,17.937143,17.724285,17.810356,15.657936,345032800
05-09-2013,17.866072,17.88143,17.629999,17.688213,15.550553,236367600
06-09-2013,17.80143,17.834999,17.498215,17.793571,15.643186,359525600
09-09-2013,18.035713,18.139999,17.981428,18.077499,15.892793,340687200
10-09-2013,18.078571,18.123215,17.482143,17.665714,15.530778,743195600
11-09-2013,16.678928,16.9175,16.600357,16.70393,14.685231,898696400
12-09-2013,16.732143,16.978571,16.643213,16.881786,14.841587,404051200
13-09-2013,16.762142,16.85107,16.59643,16.603571,14.596993,298835600
16-09-2013,16.464287,16.486071,15.972143,16.075714,14.132934,543706800
17-09-2013,15.998571,16.418215,15.982143,16.261429,14.296205,399380800
18-09-2013,16.542143,16.655357,16.452143,16.595715,14.590089,456862000
19-09-2013,16.810715,16.993929,16.758928,16.867857,14.829342,404541200
20-09-2013,17.071428,17.09107,16.642857,16.693214,14.675803,699302800
23-09-2013,17.717857,17.746786,17.235714,17.522858,15.405189,762106800
24-09-2013,17.674286,17.695356,17.422144,17.467857,15.356832,364344400
25-09-2013,17.47143,17.487143,17.19393,17.1975,15.119144,316957200
26-09-2013,17.357143,17.44857,17.282143,17.365,15.266401,237221600
27-09-2013,17.277857,17.309643,17.168571,17.241072,15.157455,228040400
30-09-2013,17.044643,17.202143,16.943214,17.026787,14.96906,260156400
01-10-2013,17.0875,17.469286,17.084999,17.427143,15.321038,353883600
02-10-2013,17.343929,17.564285,17.276787,17.484285,15.371271,289184000
03-10-2013,17.518213,17.583929,17.169287,17.264643,15.178176,322753200
04-10-2013,17.280714,17.307142,17.092857,17.251072,15.166243,258868400
07-10-2013,17.377144,17.594643,17.333929,17.419643,15.314441,312292400
08-10-2013,17.497856,17.522858,17.162144,17.17643,15.100624,290917200
09-10-2013,17.308571,17.42107,17.081429,17.378214,15.278024,301725200
10-10-2013,17.547144,17.584999,17.394285,17.487143,15.373786,278602800
11-10-2013,17.3925,17.637142,17.327143,17.600357,15.473312,267738800
14-10-2013,17.493929,17.770714,17.476786,17.715714,15.57473,261898000
15-10-2013,17.768213,17.928572,17.697144,17.809999,15.657625,320073600
16-10-2013,17.885357,17.9475,17.829643,17.896786,15.733922,251101200
17-10-2013,17.856428,18.027857,17.845715,18.017857,15.840359,253593200
18-10-2013,18.071072,18.187857,18.061071,18.174643,15.978207,290542000
21-10-2013,18.2775,18.725,18.268572,18.620001,16.36974,398106800
22-10-2013,18.800358,18.873215,18.143929,18.566786,16.322952,534063600
23-10-2013,18.535713,18.77393,18.535713,18.748571,16.482769,313723200
24-10-2013,18.75,19.016787,18.65893,18.996786,16.700989,384764800
25-10-2013,18.975714,19.043928,18.753929,18.784286,16.514166,337792000
28-10-2013,18.894285,18.964287,18.686071,18.924286,16.637245,550440800
29-10-2013,19.1525,19.258928,18.376429,18.452856,16.222792,635807200
30-10-2013,18.557501,18.84,18.465,18.746429,16.480883,354163600
31-10-2013,18.75,18.838928,18.616785,18.667856,16.411806,275696400
01-11-2013,18.715,18.742857,18.422857,18.5725,16.327978,274890000
04-11-2013,18.610714,18.815001,18.528929,18.8125,16.538973,244627600
05-11-2013,18.735001,18.888929,18.678572,18.766071,16.498152,265213200
06-11-2013,18.719643,18.745001,18.507143,18.604286,16.451414,223375600
07-11-2013,18.556429,18.685356,18.299286,18.303213,16.185183,262620400
08-11-2013,18.377857,18.611786,18.306786,18.591429,16.440046,279316800
11-11-2013,18.571072,18.631071,18.371786,18.5375,16.392361,227452400
12-11-2013,18.488214,18.71143,18.464287,18.571787,16.422678,204276800
13-11-2013,18.5,18.651787,18.462856,18.593929,16.442257,197220800
14-11-2013,18.671785,18.902857,18.638214,18.862858,16.680058,282419200
15-11-2013,18.806429,18.89607,18.731787,18.749643,16.579954,317920400
18-11-2013,18.749643,18.828215,18.507143,18.522499,16.379093,244944000
19-11-2013,18.536785,18.692142,18.498928,18.555357,16.408144,208938800
20-11-2013,18.543928,18.58643,18.368929,18.392857,16.264458,193916800
21-11-2013,18.485714,18.614643,18.345358,18.612143,16.458364,262026800
22-11-2013,18.554285,18.648571,18.518929,18.564285,16.416046,223725600
25-11-2013,18.607857,18.781071,18.607143,18.705,16.540476,229311600
26-11-2013,18.718571,19.147858,18.714287,19.049999,16.845552,401382800
27-11-2013,19.153929,19.5,19.049999,19.498571,17.242212,363448400
29-11-2013,19.624287,19.940357,19.564644,19.859644,17.561499,318127600
02-12-2013,19.928572,20.154642,19.672144,19.686787,17.408655,472544800
03-12-2013,19.939285,20.227858,19.917143,20.225714,17.885216,450968000
04-12-2013,20.196428,20.328215,20.029285,20.178572,17.843525,377809600
05-12-2013,20.451786,20.540714,20.22893,20.282143,17.935108,447580000
06-12-2013,20.206785,20.241072,19.984644,20.000713,17.686249,344352400
09-12-2013,20.032143,20.342142,20.032143,20.229643,17.888685,320493600
10-12-2013,20.127857,20.281429,20.042856,20.198214,17.860893,278269600
11-12-2013,20.25,20.391787,19.98893,20.048571,17.728571,359718800
12-12-2013,20.076429,20.190714,20.001072,20.019285,17.702669,262290000
13-12-2013,20.101786,20.102858,19.77393,19.801071,17.509712,332822000
16-12-2013,19.822144,20.094286,19.821787,19.910713,17.606663,282592800
17-12-2013,19.850357,19.98,19.763571,19.821072,17.527395,229902400
18-12-2013,19.632143,19.694643,19.242857,19.670357,17.394119,565863200
19-12-2013,19.625,19.642857,19.418928,19.445,17.194847,320308800
20-12-2013,19.479643,19.700357,19.457857,19.607857,17.338858,436413600
23-12-2013,20.285713,20.382856,20.098572,20.360357,18.004276,501306400
24-12-2013,20.353214,20.424286,20.215357,20.27393,17.927849,167554800
26-12-2013,20.289286,20.339287,20.120714,20.139286,17.808783,204008000
27-12-2013,20.136429,20.157499,19.982143,20.003214,17.688459,225884400
30-12-2013,19.909286,20.003214,19.725714,19.804285,17.512558,253629600
31-12-2013,19.791786,20.045713,19.785713,20.036428,17.717827,223084400
02-01-2014,19.845715,19.893929,19.715,19.754642,17.468657,234684800
03-01-2014,19.745001,19.775,19.301071,19.320715,17.084934,392467600
06-01-2014,19.194643,19.52857,19.057142,19.426071,17.178102,412610800
07-01-2014,19.440001,19.498571,19.21143,19.287144,17.055254,317209200
08-01-2014,19.243214,19.484285,19.23893,19.409286,17.16326,258529600
09-01-2014,19.52857,19.530714,19.119642,19.161428,16.944088,279148800
10-01-2014,19.279642,19.314285,18.968214,19.033571,16.831022,304976000
13-01-2014,18.925358,19.375,18.924286,19.133215,16.919136,378492800
14-01-2014,19.222143,19.526072,19.202143,19.513929,17.255796,332561600
15-01-2014,19.768572,20.007143,19.702143,19.905714,17.602243,391638800
16-01-2014,19.817858,19.887501,19.702856,19.794643,17.504026,229278000
17-01-2014,19.695715,19.716785,19.282143,19.309643,17.075144,426739600
21-01-2014,19.321072,19.645357,19.300714,19.609644,17.340433,328526800
22-01-2014,19.675358,19.903214,19.564644,19.696787,17.417496,379985200
23-01-2014,19.640715,19.875,19.4575,19.863571,17.564981,403239200
24-01-2014,19.785713,19.843571,19.455357,19.502501,17.245687,429354800
27-01-2014,19.645357,19.814285,19.491072,19.660713,17.38559,554878800
28-01-2014,18.17,18.392857,17.93107,18.089287,15.996013,1065523200
29-01-2014,17.998215,18.120358,17.807858,17.883928,15.814414,502810000
30-01-2014,17.947857,18.089287,17.739286,17.849285,15.783784,678501600
31-01-2014,17.684999,17.911785,17.626785,17.878571,15.809678,464797200
03-02-2014,17.950357,18.133215,17.832144,17.911785,15.83905,401464000
04-02-2014,18.066071,18.195,17.955713,18.17107,16.068336,376681200
05-02-2014,18.091429,18.402857,18.080357,18.306786,16.188341,328344800
06-02-2014,18.216429,18.339287,18.13607,18.303928,16.2827,257765200
07-02-2014,18.620714,18.676071,18.477858,18.559999,16.510494,370280400
10-02-2014,18.523571,18.999643,18.5,18.8925,16.806274,345559200
11-02-2014,18.950357,19.205357,18.910713,19.14143,17.027719,282256800
12-02-2014,19.176786,19.27,19.044287,19.139999,17.026449,308100800
13-02-2014,19.094999,19.458929,19.078571,19.44393,17.296818,307398000
14-02-2014,19.373928,19.499287,19.32893,19.428213,17.282827,272924400
18-02-2014,19.5,19.685356,19.486071,19.499643,17.346375,260251600
19-02-2014,19.455357,19.531786,19.083929,19.191786,17.072517,313768000
20-02-2014,19.035357,19.178572,18.892857,18.969643,16.874893,305858000
21-02-2014,19.028214,19.091785,18.735714,18.758928,16.687452,278784800
24-02-2014,18.683929,18.925714,18.657858,18.84107,16.760525,288909600
25-02-2014,18.906429,18.913214,18.607143,18.645,16.586113,231952000
26-02-2014,18.700357,18.75,18.414286,18.476786,16.43647,276217200
27-02-2014,18.469286,18.885,18.430357,18.845358,16.764341,301882000
28-02-2014,18.895714,19.026787,18.647142,18.794287,16.71891,371968800
03-03-2014,18.693571,18.951786,18.671785,18.848572,16.767202,238781200
