Date,Open,High,Low,Close,Adj Close,Volume
30-04-2010,9.618214,9.663214,9.321429,9.324643,7.972738,542463600
03-05-2010,9.422857,9.567143,9.388571,9.5125,8.133356,454342000
04-05-2010,9.388929,9.403214,9.169643,9.238571,7.899146,723819600
05-05-2010,9.036786,9.219286,8.883214,9.1425,7.817003,883103200
06-05-2010,9.065357,9.223214,7.116071,8.794643,7.519579,1285860800
07-05-2010,8.703929,8.806071,8.043214,8.423571,7.202302,1676018400
10-05-2010,8.9375,9.094643,8.876071,9.071071,7.755925,984306400
11-05-2010,8.994286,9.281786,8.946429,9.161429,7.833185,848906800
12-05-2010,9.258571,9.3975,9.239286,9.360357,8.003274,654379600
13-05-2010,9.400714,9.464286,9.157143,9.227143,7.889373,599712400
14-05-2010,9.112857,9.16,8.910714,9.065,7.750739,759362800
17-05-2010,9.096429,9.149286,8.846786,9.079286,7.762952,762834800
18-05-2010,9.177857,9.233929,8.937857,9.012857,7.706156,782678400
19-05-2010,8.910714,9.032857,8.744643,8.869286,7.5834,1025726800
20-05-2010,8.638571,8.708929,8.436071,8.491429,7.260324,1282915200
21-05-2010,8.315,8.732143,8.2625,8.654286,7.39957,1223891200
24-05-2010,8.831429,8.960714,8.795,8.812857,7.535151,754238800
25-05-2010,8.548214,8.812857,8.47,8.757857,7.488125,1048006400
26-05-2010,8.931429,9.004643,8.705357,8.718214,7.45423,850654000
27-05-2010,8.95,9.0675,8.896786,9.048214,7.736387,666282400
28-05-2010,9.263929,9.264286,9.048214,9.174286,7.844179,815614800
01-06-2010,9.274643,9.497857,9.248571,9.315357,7.964797,876472800
02-06-2010,9.447857,9.457143,9.2975,9.426786,8.060073,688548000
03-06-2010,9.470714,9.483929,9.300357,9.397143,8.034726,650106800
04-06-2010,9.221786,9.353571,9.093929,9.141429,7.816085,758304400
07-06-2010,9.224643,9.255357,8.948214,8.962143,7.662792,886942000
08-06-2010,9.044286,9.064286,8.773214,8.904643,7.613631,1000770400
09-06-2010,8.981071,8.996429,8.660357,8.685714,7.426442,854630000
10-06-2010,8.744286,8.963571,8.65,8.946786,7.649661,776356000
11-06-2010,8.865357,9.066429,8.834643,9.053929,7.741272,545759200
14-06-2010,9.141429,9.255357,9.071786,9.081429,7.764785,602960400
15-06-2010,9.13,9.280357,9.125,9.274643,7.929988,585074000
16-06-2010,9.325,9.5625,9.308214,9.544643,8.160841,783678000
17-06-2010,9.664286,9.746429,9.625,9.709643,8.301919,872855200
18-06-2010,9.723214,9.821429,9.693571,9.788214,8.3691,784621600
21-06-2010,9.9175,9.964643,9.5975,9.648929,8.250004,776490400
22-06-2010,9.72,9.856071,9.696429,9.780357,8.362383,717262000
23-06-2010,9.806429,9.809286,9.567857,9.6775,8.274436,768457200
24-06-2010,9.678571,9.757143,9.575,9.607143,8.214279,714277200
25-06-2010,9.645,9.6525,9.493214,9.525,8.144045,549942400
28-06-2010,9.533214,9.633929,9.447143,9.582143,8.192906,584948000
29-06-2010,9.432857,9.4425,9.082143,9.148929,7.8225,1133344800
30-06-2010,9.168214,9.213214,8.928929,8.983214,7.680811,739452000
01-07-2010,9.082143,9.1,8.686429,8.874286,7.587673,1022896000
02-07-2010,8.946071,8.961786,8.685714,8.819286,7.540648,693842800
06-07-2010,8.964286,9.028571,8.791429,8.879643,7.592256,615235600
07-07-2010,8.946071,9.241786,8.919643,9.238214,7.898841,654556000
08-07-2010,9.374286,9.389286,9.103214,9.2175,7.88113,738144400
09-07-2010,9.174643,9.282143,9.112857,9.272143,7.92785,433322400
12-07-2010,9.233214,9.351786,9.102143,9.188929,7.856699,562878400
13-07-2010,9.154286,9.157143,8.801071,8.992857,7.689055,1190924000
14-07-2010,8.906429,9.135714,8.892857,9.026071,7.717452,812047600
15-07-2010,8.865357,9.1775,8.832143,8.980357,7.678365,824866000
16-07-2010,9.042143,9.106071,8.871786,8.925,7.631035,1039858400
19-07-2010,8.924286,8.924286,8.557143,8.770714,7.499115,1024478000
20-07-2010,8.675,9.032143,8.571786,8.996071,7.691802,1074950800
21-07-2010,9.4675,9.469643,9.071429,9.08,7.763566,1185671200
22-07-2010,9.202857,9.285714,9.118214,9.250714,7.909527,645318800
23-07-2010,9.181786,9.299286,9.152857,9.283571,7.937616,533388800
26-07-2010,9.285714,9.289286,9.203929,9.26,7.917466,420551600
27-07-2010,9.316786,9.457143,9.296429,9.431429,8.064038,584771600
28-07-2010,9.416786,9.499643,9.294643,9.32,7.968764,519985200
29-07-2010,9.311071,9.380357,9.146429,9.218214,7.881741,643806800
30-07-2010,9.138929,9.275,9.103571,9.1875,7.855479,448210000
02-08-2010,9.301429,9.378214,9.272143,9.351786,7.995945,428055600
03-08-2010,9.321786,9.402143,9.265,9.354643,7.998386,417653600
04-08-2010,9.387143,9.438571,9.296786,9.392143,8.030451,420375200
05-08-2010,9.3475,9.399286,9.305357,9.346429,7.991366,289097200
06-08-2010,9.277857,9.338929,9.201071,9.288929,7.942201,444897600
09-08-2010,9.338571,9.3625,9.270357,9.348214,7.99289,303128000
10-08-2010,9.280357,9.301786,9.198214,9.264643,7.921435,451920000
11-08-2010,9.121429,9.131786,8.921786,8.935357,7.639889,620054400
12-08-2010,8.810357,9.039286,8.79,8.9925,7.688748,534920400
13-08-2010,8.9875,8.995714,8.896071,8.896429,7.606605,354869200
16-08-2010,8.842143,8.928929,8.807857,8.844286,7.562024,318430000
17-08-2010,8.931429,9.093929,8.9,8.998929,7.694246,422640400
18-08-2010,9.012857,9.095357,8.985,9.038214,7.727833,339696000
19-08-2010,9.03,9.052857,8.881429,8.924286,7.630425,426706000
20-08-2010,8.906786,9.068571,8.892857,8.915714,7.623092,384230000
23-08-2010,8.9925,9,8.758929,8.778571,7.505837,414041600
24-08-2010,8.666786,8.678571,8.523214,8.568929,7.326587,602565600
25-08-2010,8.501429,8.713929,8.471429,8.674643,7.416974,596867600
26-08-2010,8.766071,8.776786,8.581429,8.581429,7.337276,466505200
27-08-2010,8.633929,8.664643,8.412857,8.629286,7.378193,548391200
30-08-2010,8.598571,8.776786,8.595714,8.660714,7.405066,383289200
31-08-2010,8.6375,8.734286,8.583929,8.682143,7.423388,420786800
01-09-2010,8.838214,8.980714,8.795714,8.940357,7.644166,697037600
02-09-2010,8.973571,9.006071,8.8775,9.006071,7.700352,415427600
03-09-2010,9.110357,9.242143,9.089286,9.241786,7.901894,520788800
07-09-2010,9.165714,9.268929,9.151786,9.2075,7.872579,342557600
08-09-2010,9.277857,9.4425,9.253571,9.39,8.02862,526551200
09-09-2010,9.465714,9.518571,9.39,9.395357,8.033196,438575200
10-09-2010,9.399643,9.446429,9.335714,9.4075,8.043582,387542400
13-09-2010,9.493571,9.581429,9.491429,9.537143,8.154428,388780000
14-09-2010,9.5075,9.613214,9.482857,9.573571,8.185576,408150400
15-09-2010,9.5775,9.656429,9.565714,9.650714,8.251534,429368800
16-09-2010,9.651429,9.881071,9.625,9.8775,8.445436,652103200
17-09-2010,9.9175,9.927143,9.774286,9.834643,8.408796,634477200
20-09-2010,9.86,10.135,9.851786,10.115357,8.648811,658677600
21-09-2010,10.137857,10.2625,10.099643,10.134643,8.665302,668074400
22-09-2010,10.096786,10.285,10.086071,10.276786,8.786838,585289600
23-09-2010,10.226071,10.455714,10.214286,10.318571,8.822564,786116800
24-09-2010,10.432143,10.483214,10.376786,10.44,8.926386,649488000
27-09-2010,10.499286,10.526071,10.393214,10.398571,8.890965,482834800
28-09-2010,10.420357,10.420357,9.821429,10.245,8.759661,1035042400
29-09-2010,10.258214,10.350357,10.214286,10.263214,8.775232,469644000
30-09-2010,10.321429,10.357143,10.044643,10.133929,8.664694,673391600
01-10-2010,10.219643,10.235,10.048214,10.09,8.627131,448142800
04-10-2010,10.057143,10.103571,9.920357,9.951429,8.508649,435302000
05-10-2010,10.071429,10.3375,10.065,10.319286,8.823174,501967200
06-10-2010,10.3425,10.428214,10.187857,10.328214,8.83081,670868800
07-10-2010,10.369286,10.374286,10.246786,10.329286,8.831726,408399600
08-10-2010,10.418214,10.517857,10.357143,10.5025,8.979825,658403200
11-10-2010,10.526429,10.615714,10.521429,10.548571,9.019218,427753200
12-10-2010,10.550357,10.696429,10.446071,10.662143,9.116323,558544000
13-10-2010,10.721429,10.784286,10.707143,10.719286,9.165181,630092400
14-10-2010,10.774643,10.8025,10.728571,10.796786,9.231448,435296400
15-10-2010,10.98,11.25,10.889643,11.240714,9.611012,922194000
18-10-2010,11.373929,11.392857,11.224643,11.357143,9.710563,1093010800
19-10-2010,10.835714,11.206071,10.715,11.053214,9.450692,1232784000
20-10-2010,11.035714,11.223214,10.959643,11.090357,9.482454,721624400
21-10-2010,11.155714,11.240714,10.957143,11.054286,9.451616,551460000
22-10-2010,11.038214,11.072857,10.939286,10.981071,9.389012,372778000
25-10-2010,11.038929,11.128571,11.015714,11.03,9.430846,392462000
26-10-2010,10.959643,11.062143,10.916071,11.001786,9.406724,392929600
27-10-2010,10.9875,11.067857,10.914286,10.993929,9.400007,399002800
28-10-2010,10.998214,11,10.746429,10.901429,9.320914,551051200
29-10-2010,10.865357,10.924286,10.745357,10.749286,9.190834,430511200
01-11-2010,10.793571,10.914286,10.792857,10.863571,9.288548,423889200
02-11-2010,10.964286,11.078214,10.964286,11.048571,9.446728,433930000
03-11-2010,11.120357,11.174286,11.018929,11.171429,9.551773,508348400
04-11-2010,11.266071,11.435,11.251071,11.366786,9.718806,642488000
05-11-2010,11.356786,11.413214,11.3125,11.326071,9.683994,361253200
08-11-2010,11.328571,11.420357,11.312857,11.379286,9.729495,281758400
09-11-2010,11.466071,11.475,11.232143,11.288571,9.651928,383544000
10-11-2010,11.308571,11.384643,11.198214,11.358214,9.711476,384227200
11-11-2010,11.25,11.371429,11.223214,11.308929,9.669337,361284000
12-11-2010,11.285714,11.303571,10.843929,11.001071,9.406112,795846800
15-11-2010,11.016429,11.090714,10.938214,10.965714,9.375881,403606000
16-11-2010,10.918571,10.985714,10.69,10.771071,9.209463,657650000
17-11-2010,10.757143,10.856786,10.634286,10.732143,9.176175,479449600
18-11-2010,10.9,11.059643,10.881786,11.015357,9.418325,494491200
19-11-2010,10.998929,11.014286,10.901429,10.954643,9.366416,384843200
22-11-2010,10.952857,11.191429,10.923929,11.191429,9.568873,393075200
23-11-2010,11.0875,11.133929,10.948571,11.026071,9.427489,519447600
24-11-2010,11.142857,11.264286,11.133929,11.242857,9.612844,413725200
26-11-2010,11.205,11.346429,11.176429,11.25,9.618952,237585600
29-11-2010,11.267857,11.338571,11.120714,11.316786,9.676055,445785200
30-11-2010,11.197857,11.227143,11.1025,11.1125,9.501388,501858000
01-12-2010,11.259643,11.348214,11.25,11.3,9.661703,461750800
02-12-2010,11.340357,11.392857,11.246071,11.3625,9.71514,462837200
03-12-2010,11.321786,11.380357,11.297857,11.337143,9.69346,342092800
06-12-2010,11.38,11.511786,11.372143,11.433929,9.776214,448481600
07-12-2010,11.564286,11.571071,11.361429,11.364643,9.716971,391454000
08-12-2010,11.415357,11.465,11.325357,11.464643,9.802477,321935600
09-12-2010,11.504643,11.517857,11.393571,11.42,9.764306,294151200
10-12-2010,11.416071,11.466071,11.378571,11.448571,9.788733,262511200
13-12-2010,11.584643,11.609286,11.464286,11.488214,9.822626,439815600
14-12-2010,11.490357,11.519286,11.392857,11.438929,9.78049,351008000
15-12-2010,11.428571,11.535714,11.399643,11.441429,9.782632,417312000
16-12-2010,11.4675,11.521786,11.432143,11.473214,9.809809,322030800
17-12-2010,11.486786,11.4925,11.436786,11.450357,9.790259,386929200
20-12-2010,11.485714,11.544643,11.365357,11.5075,9.839121,385610400
21-12-2010,11.535714,11.585357,11.501786,11.578571,9.899886,256354000
22-12-2010,11.584286,11.632857,11.555357,11.612857,9.929201,265921600
23-12-2010,11.607143,11.6125,11.541786,11.557143,9.881565,223157200
27-12-2010,11.530357,11.622857,11.482857,11.595714,9.914545,249816000
28-12-2010,11.639643,11.666429,11.609286,11.623929,9.938668,175924000
29-12-2010,11.650714,11.658929,11.610714,11.6175,9.93317,163139200
30-12-2010,11.624286,11.625357,11.5375,11.559286,9.883396,157494400
31-12-2010,11.533929,11.552857,11.475357,11.52,9.849806,193508000
03-01-2011,11.63,11.795,11.601429,11.770357,10.063868,445138400
04-01-2011,11.872857,11.875,11.719643,11.831786,10.116387,309080800
05-01-2011,11.769643,11.940714,11.767857,11.928571,10.199142,255519600
06-01-2011,11.954286,11.973214,11.889286,11.918929,10.1909,300428800
07-01-2011,11.928214,12.0125,11.853571,12.004286,10.263883,311931200
10-01-2011,12.101071,12.258214,12.041786,12.230357,10.457176,448560000
11-01-2011,12.317143,12.32,12.123929,12.201429,10.432443,444108000
12-01-2011,12.258929,12.301071,12.214286,12.300714,10.517331,302590400
13-01-2011,12.327143,12.38,12.280357,12.345714,10.555806,296780400
14-01-2011,12.353214,12.445714,12.301429,12.445714,10.641308,308840000
18-01-2011,11.768571,12.312857,11.642857,12.166071,10.402207,1880998000
19-01-2011,12.441071,12.45,12.031429,12.101429,10.346936,1135612800
20-01-2011,12.015357,12.082143,11.79,11.881429,10.158833,764789200
21-01-2011,11.920357,11.96,11.665357,11.668571,9.976837,754401200
24-01-2011,11.673929,12.051786,11.668571,12.051786,10.304494,574683200
25-01-2011,12.011786,12.194286,11.948929,12.192857,10.425109,546868000
26-01-2011,12.248571,12.342857,12.196429,12.280357,10.499927,506875600
27-01-2011,12.277857,12.310357,12.243929,12.2575,10.480381,285026000
28-01-2011,12.291786,12.3,11.911786,12.003571,10.263271,592057200
31-01-2011,11.992857,12.144286,11.939286,12.118571,10.361595,377246800
01-02-2011,12.189286,12.344643,12.177857,12.3225,10.535959,426633200
02-02-2011,12.301786,12.330357,12.269643,12.297143,10.514277,258955200
03-02-2011,12.278571,12.294286,12.091071,12.265714,10.487404,393797600
04-02-2011,12.272857,12.382143,12.268214,12.375,10.580848,321840400
07-02-2011,12.424643,12.616071,12.415714,12.567143,10.745137,485021600
08-02-2011,12.631429,12.697143,12.576786,12.685714,10.846509,381040800
09-02-2011,12.685357,12.821429,12.673929,12.791429,10.936902,482745200
10-02-2011,12.763929,12.857143,12.428571,12.662143,10.826361,928550000
11-02-2011,12.669643,12.778571,12.626429,12.744643,10.896899,367572800
14-02-2011,12.7425,12.838571,12.739643,12.827857,10.968048,310416400
15-02-2011,12.828214,12.856071,12.769643,12.853571,10.990035,284174800
16-02-2011,12.885714,13.032143,12.875,12.968929,11.088666,481157600
17-02-2011,12.758929,12.866786,12.732857,12.796429,10.941176,530583200
18-02-2011,12.811071,12.839286,12.482857,12.52,10.704824,816057200
22-02-2011,12.219643,12.335714,12.061429,12.093214,10.339915,872555600
23-02-2011,12.098929,12.308571,12.093214,12.236429,10.462366,671854400
24-02-2011,12.286429,12.326786,12.084643,12.245714,10.470303,499900800
25-02-2011,12.330714,12.443929,12.314286,12.434286,10.631539,380018800
28-02-2011,12.544286,12.680357,12.54,12.614643,10.785747,403074000
01-03-2011,12.695357,12.704286,12.417143,12.475357,10.666654,456136800
02-03-2011,12.498571,12.655357,12.442857,12.575714,10.752462,602590800
03-03-2011,12.756786,12.849643,12.711429,12.841429,10.979652,500788400
04-03-2011,12.859643,12.8675,12.776786,12.857143,10.993088,453266800
07-03-2011,12.907143,12.916786,12.546786,12.691429,10.851401,546123200
08-03-2011,12.675357,12.764286,12.580357,12.705714,10.863612,356316800
09-03-2011,12.6675,12.67,12.521429,12.588214,10.763146,453306000
10-03-2011,12.468571,12.491786,12.317857,12.381071,10.586037,507539200
11-03-2011,12.333214,12.582857,12.321429,12.571071,10.748487,471080400
14-03-2011,12.613571,12.731429,12.546786,12.627143,10.796432,435957200
15-03-2011,12.217857,12.422857,12.146429,12.336786,10.548172,721081200
16-03-2011,12.214286,12.25,11.652143,11.786071,10.077302,1162011200
17-03-2011,12.029643,12.128929,11.809286,11.951429,10.218688,659422400
18-03-2011,12.040357,12.078571,11.785714,11.809643,10.097453,753214000
21-03-2011,11.999643,12.133571,11.973571,12.117857,10.360981,409402000
22-03-2011,12.234286,12.236429,12.112143,12.185714,10.419005,325922800
23-03-2011,12.117143,12.150714,11.998214,12.113929,10.357628,372996400
24-03-2011,12.208929,12.357143,12.102143,12.320357,10.534122,404712000
25-03-2011,12.431071,12.573571,12.393571,12.555,10.73475,448910000
28-03-2011,12.6125,12.654286,12.515714,12.515714,10.701159,309355200
29-03-2011,12.416429,12.534286,12.359286,12.534286,10.717038,352900800
30-03-2011,12.522857,12.531429,12.408571,12.451071,10.645888,329406000
31-03-2011,12.37,12.492857,12.359286,12.446786,10.642226,274019200
01-04-2011,12.539643,12.556786,12.260714,12.305714,10.521606,418661600
04-04-2011,12.296786,12.307143,12.085714,12.185357,10.4187,460084800
05-04-2011,12.035357,12.223214,12,12.103214,10.348462,482731200
06-04-2011,12.186429,12.282143,12.040714,12.072857,10.322509,402539200
07-04-2011,12.075,12.158214,12.001071,12.074286,10.32373,373447200
08-04-2011,12.14,12.148214,11.926786,11.966429,10.231512,377535200
11-04-2011,11.930714,11.988214,11.786429,11.814286,10.101428,398946800
12-04-2011,11.803214,11.918929,11.792857,11.871429,10.150286,425639200
13-04-2011,11.965,12.005,11.875714,12.004643,10.264185,346220000
14-04-2011,11.957143,12,11.859286,11.872143,10.150893,301800800
15-04-2011,11.903571,11.915714,11.671429,11.695,9.999438,453605600
18-04-2011,11.646429,11.865357,11.434286,11.851786,10.133492,609898800
19-04-2011,11.896429,12.070714,11.846786,12.066429,10.317017,419378400
20-04-2011,12.268214,12.348214,12.196429,12.228929,10.455953,700666400
21-04-2011,12.678571,12.683214,12.447143,12.525,10.709101,753810400
25-04-2011,12.512143,12.633929,12.510714,12.6075,10.779638,266546000
26-04-2011,12.629286,12.678214,12.476786,12.515,10.70055,338800000
27-04-2011,12.58,12.583929,12.396429,12.505357,10.692307,356213200
28-04-2011,12.363929,12.491071,12.34,12.383929,10.588482,360959200
29-04-2011,12.385,12.641071,12.381071,12.504643,10.691696,1006345200
02-05-2011,12.490714,12.516786,12.339286,12.367143,10.574129,442713600
03-05-2011,12.428214,12.496071,12.343571,12.435714,10.632759,313348000
04-05-2011,12.437857,12.565357,12.388571,12.484643,10.674595,389250400
05-05-2011,12.442857,12.533929,12.358929,12.383929,10.588482,335969200
06-05-2011,12.488929,12.5,12.364643,12.380714,10.585732,280134400
09-05-2011,12.423571,12.471429,12.376071,12.414286,10.614433,204747200
10-05-2011,12.460357,12.488929,12.380714,12.480357,10.670929,282091600
11-05-2011,12.465,12.5,12.33,12.401071,10.603138,336000000
12-05-2011,12.361429,12.397143,12.223929,12.3775,10.582984,322000000
13-05-2011,12.345,12.366071,12.155357,12.160714,10.397628,326116000
16-05-2011,12.114286,12.186429,11.878571,11.903571,10.177766,449775200
17-05-2011,11.857143,12.005,11.811786,12.005,10.26449,452334400
18-05-2011,12.016786,12.180357,12,12.138214,10.37839,334776400
19-05-2011,12.217143,12.228929,12.095357,12.161786,10.398545,261170000
20-05-2011,12.127143,12.176786,11.965,11.972143,10.236401,337968400
23-05-2011,11.784643,11.999286,11.765,11.942857,10.211355,383600000
24-05-2011,11.982143,11.996429,11.833571,11.863929,10.143872,321927200
25-05-2011,11.908214,12.091429,11.8875,12.027857,10.284035,294224000
26-05-2011,11.998929,12.031786,11.943929,11.964286,10.229679,222560800
27-05-2011,11.957143,12.058214,11.939643,12.050357,10.303269,203599200
31-05-2011,12.182143,12.4225,12.178571,12.4225,10.621462,417754400
01-06-2011,12.459643,12.576071,12.308929,12.339643,10.550617,554682800
02-06-2011,12.375,12.427857,12.296429,12.360714,10.568629,338783200
03-06-2011,12.256429,12.333214,12.214643,12.265714,10.487404,313250000
06-06-2011,12.346429,12.394643,12.064643,12.072857,10.322509,461941200
07-06-2011,12.0775,12.079286,11.853571,11.858571,10.139291,529785200
08-06-2011,11.849286,11.957143,11.808929,11.865714,10.145399,333723600
09-06-2011,11.901786,11.916786,11.8125,11.838929,10.122497,275088800
10-06-2011,11.805357,11.845,11.625357,11.639286,9.951797,433955200
13-06-2011,11.685714,11.725357,11.609643,11.664286,9.973172,329473200
14-06-2011,11.785714,11.901786,11.761071,11.872857,10.151506,334569200
15-06-2011,11.776786,11.796429,11.602857,11.669643,9.977757,399196000
16-06-2011,11.675,11.738571,11.368929,11.612857,9.929201,510591200
17-06-2011,11.749643,11.758929,11.405714,11.437857,9.77957,615020000
20-06-2011,11.334286,11.346429,11.089286,11.261429,9.628722,640645600
21-06-2011,11.31,11.635714,11.257143,11.617857,9.933476,493382400
22-06-2011,11.612857,11.746429,11.513571,11.521786,9.851335,390583200
23-06-2011,11.390714,11.846071,11.361429,11.829643,10.114559,559759200
24-06-2011,11.834643,11.898214,11.610357,11.655357,9.965539,439807200
27-06-2011,11.699643,11.925,11.6875,11.858571,10.139291,339813600
28-06-2011,11.916071,12.025,11.908571,11.973571,10.237616,294299600
29-06-2011,12.001429,12.013214,11.852857,11.93,10.200363,352545200
30-06-2011,11.953571,12.004643,11.887143,11.988214,10.250135,322954800
01-07-2011,11.998214,12.267857,11.935714,12.259286,10.481908,435313200
05-07-2011,12.25,12.493929,12.232143,12.479643,10.670321,355054000
06-07-2011,12.4625,12.646429,12.3825,12.562857,10.741465,444626000
07-07-2011,12.666786,12.785714,12.642857,12.757143,10.907586,399663600
08-07-2011,12.619286,12.857143,12.578571,12.846786,10.984233,489633200
11-07-2011,12.726429,12.848929,12.600714,12.642857,10.809868,442674400
12-07-2011,12.626071,12.774286,12.450714,12.633929,10.802238,451609200
13-07-2011,12.7975,12.857143,12.727857,12.786429,10.932631,391638800
14-07-2011,12.893214,12.914643,12.726429,12.7775,10.924991,430533600
15-07-2011,12.898929,13.035714,12.8275,13.032857,11.143323,484467200
18-07-2011,13.051071,13.380357,13.045714,13.35,11.414489,572653200
19-07-2011,13.5,13.523214,13.332857,13.458929,11.507626,819145600
20-07-2011,14.147143,14.1525,13.785714,13.817857,11.814515,941340400
